ENSG00000000003	TSPAN6
ENSG00000198146	ZNF770
ENSG00000198155	ZNF876P
ENSG00000198157	HMGN5
ENSG00000198160	MIER1
ENSG00000198162	MAN1A2
ENSG00000198168	SVIP
ENSG00000198169	ZNF251
ENSG00000198171	DDRGK1
ENSG00000198176	TFDP1
ENSG00000198178	CLEC4C
ENSG00000198182	ZNF607
ENSG00000198185	ZNF334
ENSG00000198189	HSD17B11
ENSG00000198198	SZT2
ENSG00000198205	ZXDA
ENSG00000198208	RPS6KL1
ENSG00000198216	CACNA1E
ENSG00000198218	QRICH1
ENSG00000198223	CSF2RA
ENSG00000198225	FKBP1C
ENSG00000198231	DDX42
ENSG00000198237	AC131392.1
ENSG00000198242	RPL23A
ENSG00000198246	SLC29A3
ENSG00000198252	STYX
ENSG00000198258	UBL5
ENSG00000198265	HELZ
ENSG00000198270	TMEM116
ENSG00000198276	UCKL1
ENSG00000198286	CARD11
ENSG00000198298	ZNF485
ENSG00000198300	PEG3
ENSG00000198301	SDAD1
ENSG00000198315	ZKSCAN8
ENSG00000198324	FAM109A
ENSG00000198331	HYLS1
ENSG00000198342	ZNF442
ENSG00000198346	ZNF813
ENSG00000198353	HOXC4
ENSG00000198355	PIM3
ENSG00000198356	ASNA1
ENSG00000198363	ASPH
ENSG00000198369	SPRED2
ENSG00000198373	WWP2
ENSG00000198380	GFPT1
ENSG00000198382	UVRAG
ENSG00000198393	ZNF26
ENSG00000198399	ITSN2
ENSG00000198400	NTRK1
ENSG00000198406	BZW1P2
ENSG00000198408	MGEA5
ENSG00000198416	ZNF658B
ENSG00000198417	MT1F
ENSG00000198420	TCAF1
ENSG00000198429	ZNF69
ENSG00000198431	TXNRD1
ENSG00000198435	NRARP
ENSG00000198440	ZNF583
ENSG00000198453	ZNF568
ENSG00000198454	PRR31
ENSG00000198455	ZXDB
ENSG00000198464	ZNF480
ENSG00000198466	ZNF587
ENSG00000198467	TPM2
ENSG00000198468	FLVCR1-AS1
ENSG00000198482	ZNF808
ENSG00000198483	ANKRD35
ENSG00000198492	YTHDF2
ENSG00000198496	NBR2
ENSG00000198498	TMA16
ENSG00000198502	HLA-DRB5
ENSG00000198513	ATL1
ENSG00000198515	CNGA1
ENSG00000198517	MAFK
ENSG00000198520	C1orf228
ENSG00000198521	ZNF43
ENSG00000198522	GPN1
ENSG00000198523	PLN
ENSG00000198535	C2CD4A
ENSG00000198538	ZNF28
ENSG00000198542	ITGBL1
ENSG00000198546	ZNF511
ENSG00000198551	ZNF627
ENSG00000198553	KCNRG
ENSG00000198554	WDHD1
ENSG00000198556	ZNF789
ENSG00000198561	CTNND1
ENSG00000198563	DDX39B
ENSG00000198569	SLC34A3
ENSG00000198574	SH2D1B
ENSG00000198576	ARC
ENSG00000198580	AC073343.1
ENSG00000198585	NUDT16
ENSG00000198586	TLK1
ENSG00000198589	LRBA
ENSG00000198590	C3orf35
ENSG00000198597	ZNF536
ENSG00000198598	MMP17
ENSG00000198604	BAZ1A
ENSG00000198610	AKR1C4
ENSG00000198612	COPS8
ENSG00000198618	PPIAP22
ENSG00000198624	CCDC69
ENSG00000198625	MDM4
ENSG00000198626	RYR2
ENSG00000198633	ZNF534
ENSG00000198642	KLHL9
ENSG00000198643	FAM3D
ENSG00000198646	NCOA6
ENSG00000198648	STK39
ENSG00000198650	TAT
ENSG00000198658	ABHD17AP1
ENSG00000198663	C6orf89
ENSG00000198668	CALM1
ENSG00000198673	FAM19A2
ENSG00000198677	TTC37
ENSG00000198680	TUSC1
ENSG00000198682	PAPSS2
ENSG00000198689	SLC9A6
ENSG00000198690	FAN1
ENSG00000198695	MT-ND6
ENSG00000198700	IPO9
ENSG00000198707	CEP290
ENSG00000198711	SSBP3-AS1
ENSG00000198712	MT-CO2
ENSG00000198715	GLMP
ENSG00000198718	TOGARAM1
ENSG00000198719	DLL1
ENSG00000198720	ANKRD13B
ENSG00000198721	ECI2
ENSG00000198722	UNC13B
ENSG00000198723	TEX45
ENSG00000198727	MT-CYB
ENSG00000198728	LDB1
ENSG00000198729	PPP1R14C
ENSG00000198730	CTR9
ENSG00000198732	SMOC1
ENSG00000198734	F5
ENSG00000198736	MSRB1
ENSG00000198738	SMIM11P1
ENSG00000198740	ZNF652
ENSG00000198742	SMURF1
ENSG00000198743	SLC5A3
ENSG00000198744	MTCO3P12
ENSG00000198746	GPATCH3
ENSG00000198752	CDC42BPB
ENSG00000198754	OXCT2
ENSG00000198755	RPL10A
ENSG00000198756	COLGALT2
ENSG00000198759	EGFL6
ENSG00000198763	MT-ND2
ENSG00000198768	APCDD1L
ENSG00000198771	RCSD1
ENSG00000198780	FAM169A
ENSG00000198783	ZNF830
ENSG00000198785	GRIN3A
ENSG00000198786	MT-ND5
ENSG00000198791	CNOT7
ENSG00000198792	TMEM184B
ENSG00000198793	MTOR
ENSG00000198794	SCAMP5
ENSG00000198796	ALPK2
ENSG00000198799	LRIG2
ENSG00000198804	MT-CO1
ENSG00000198805	PNP
ENSG00000198814	GK
ENSG00000198815	FOXJ3
ENSG00000198816	ZNF358
ENSG00000198818	SFT2D1
ENSG00000198821	CD247
ENSG00000198824	CHAMP1
ENSG00000198825	INPP5F
ENSG00000198826	ARHGAP11A
ENSG00000198829	SUCNR1
ENSG00000198830	HMGN2
ENSG00000198832	SELENOM
ENSG00000198833	UBE2J1
ENSG00000198835	GJC2
ENSG00000198836	OPA1
ENSG00000198837	DENND4B
ENSG00000198838	RYR3
ENSG00000198839	ZNF277
ENSG00000198840	MT-ND3
ENSG00000198841	KTI12
ENSG00000198842	DUSP27
ENSG00000198843	SELENOT
ENSG00000198846	TOX
ENSG00000198848	CES1
ENSG00000198851	CD3E
ENSG00000198853	RUSC2
ENSG00000198855	FICD
ENSG00000198856	OSTC
ENSG00000198858	R3HDM4
ENSG00000198860	TSEN15
ENSG00000198862	LTN1
ENSG00000198863	RUNDC1
ENSG00000198865	CCDC152
ENSG00000198870	STKLD1
ENSG00000198873	GRK5
ENSG00000198874	TYW1
ENSG00000198876	DCAF12
ENSG00000198879	SFMBT2
ENSG00000198881	ASB12
ENSG00000198883	PNMA5
ENSG00000198885	ITPRIPL1
ENSG00000198886	MT-ND4
ENSG00000198887	SMC5
ENSG00000198888	MT-ND1
ENSG00000198890	PRMT6
ENSG00000198892	SHISA4
ENSG00000198894	CIPC
ENSG00000198898	CAPZA2
ENSG00000198899	MT-ATP6
ENSG00000198900	TOP1
ENSG00000198901	PRC1
ENSG00000198908	BHLHB9
ENSG00000198909	MAP3K3
ENSG00000198910	L1CAM
ENSG00000198911	SREBF2
ENSG00000198912	C1orf174
ENSG00000198915	RASGEF1A
ENSG00000198917	SPOUT1
ENSG00000198918	RPL39
ENSG00000198919	DZIP3
ENSG00000198920	KIAA0753
ENSG00000198924	DCLRE1A
ENSG00000198925	ATG9A
ENSG00000198929	NOS1AP
ENSG00000198931	APRT
ENSG00000198932	GPRASP1
ENSG00000198933	TBKBP1
ENSG00000198934	MAGEE1
ENSG00000198937	CCDC167
ENSG00000198938	MT-CO3
ENSG00000198945	L3MBTL3
ENSG00000198947	DMD
ENSG00000198948	MFAP3L
ENSG00000198951	NAGA
ENSG00000198952	SMG5
ENSG00000198954	KIF1BP
ENSG00000198959	TGM2
ENSG00000198960	ARMCX6
ENSG00000198961	PJA2
ENSG00000198963	RORB
ENSG00000198964	SGMS1
ENSG00000198987	MIR16-2
ENSG00000199024	MIR103A2
ENSG00000199032	MIR425
ENSG00000199038	MIR210
ENSG00000199047	MIR378A
ENSG00000199053	MIR324
ENSG00000199072	MIRLET7F1
ENSG00000199082	MIR342
ENSG00000199090	MIR326
ENSG00000199121	MIR26B
ENSG00000199135	MIR101-1
ENSG00000199150	MIRLET7G
ENSG00000199165	MIRLET7A1
ENSG00000199179	MIRLET7I
ENSG00000199212	RNU105C
ENSG00000199218	RN7SKP184
ENSG00000199248	RNU6-28P
ENSG00000199325	RNU4-39P
ENSG00000199332	RF00019_271
ENSG00000199335	RNU6-204P
ENSG00000199347	RNU5E-1
ENSG00000199349	RF00019_64
ENSG00000199357	RF00019_686
ENSG00000199366	RF00019_687
ENSG00000199377	RNU5F-1
ENSG00000199460	RNU6-1216P
ENSG00000199461	RF00019_558
ENSG00000199472	RF00019_581
ENSG00000199477	SNORA31
ENSG00000199512	RNU6-212P
ENSG00000199530	RF00019_200
ENSG00000199545	RNA5SP195
ENSG00000199562	RNU6-37P
ENSG00000199568	RNU5A-1
ENSG00000199603	RNU6-951P
ENSG00000199646	RNU6-1272P
ENSG00000199672	RNU4-21P
ENSG00000199683	RN7SKP185
ENSG00000199691	RN7SKP173
ENSG00000199711	RF00019_335
ENSG00000199733	RNA5SP307
ENSG00000199751	RF00019_372
ENSG00000199753	SNORD104
ENSG00000199788	RNY3P2
ENSG00000199804	RNA5SP383
ENSG00000199805	RNU1-134P
ENSG00000199867	RF00019_695
ENSG00000199872	RNU6-942P
ENSG00000199874	RNA5SP452
ENSG00000199875	RF00019_467
ENSG00000199899	RF00019_548
ENSG00000199933	RNY1P16
ENSG00000199961	SNORD1B
ENSG00000199990	VTRNA1-1
ENSG00000200051	RF00279
ENSG00000200063	RF00415
ENSG00000200075	RF00402_8
ENSG00000200086	RNU6-433P
ENSG00000200087	SNORA73B
ENSG00000200090	RF00019_457
ENSG00000200095	RNU6-181P
ENSG00000200135	RF00019_547
ENSG00000200152	RNU6-216P
ENSG00000200156	RNU5B-1
ENSG00000200164	RF00019_639
ENSG00000200169	RNU5D-1
ENSG00000200175	RNU6-1309P
ENSG00000200183	RNU6-238P
ENSG00000200184	RNU1-20P
ENSG00000200204	RNU1-22P
ENSG00000200253	RNU6-529P
ENSG00000200267	RNU6-66P
ENSG00000200278	RNA5SP352
ENSG00000200350	RNU6-1285P
ENSG00000200376	RNU5E-10P
ENSG00000200378	RNU5B-4P
ENSG00000200379	RN7SKP45
ENSG00000200397	RF00019_332
ENSG00000200408	RNA5SP74
ENSG00000200428	RF00019_527
ENSG00000200483	RNU6-1017P
ENSG00000200496	RF00096_12
ENSG00000200502	RF00019_419
ENSG00000200522	RNU6-957P
ENSG00000200534	SNORA33
ENSG00000200550	RNU6-137P
ENSG00000200571	RNU6-1284P
ENSG00000200597	RNU1-87P
ENSG00000200648	RNU6-226P
ENSG00000200651	RF00019_675
ENSG00000200661	SNORD116-10
ENSG00000200685	RF00019_449
ENSG00000200706	RF00279_2
ENSG00000200731	RNU1-124P
ENSG00000200742	RF00019_570
ENSG00000200755	RNA5SP68
ENSG00000200769	RF00019_334
ENSG00000200792	SNORA80A
ENSG00000200795	RNU4-1
ENSG00000200814	RNU6-595P
ENSG00000200822	RF00019_129
ENSG00000200834	RF00019_417
ENSG00000200840	RNU6-82P
ENSG00000200855	RF00019_469
ENSG00000200871	RNU6-810P
ENSG00000200873	RNA5SP399
ENSG00000200879	SNORD14E
ENSG00000200882	RNU6-681P
ENSG00000200888	RF00019_655
ENSG00000200972	RNU5A-8P
ENSG00000200982	RF00019_74
ENSG00000201028	RNU6-151P
ENSG00000201035	RNA5SP469
ENSG00000201044	RNU6-268P
ENSG00000201076	RNU4-51P
ENSG00000201086	RNA5SP394
ENSG00000201096	RNA5SP387
ENSG00000201098	RNY1
ENSG00000201104	RNU6-11P
ENSG00000201121	RNY1P12
ENSG00000201134	RF00019_41
ENSG00000201151	RF00275_5
ENSG00000201183	RNVU1-3
ENSG00000201217	RF00019_168
ENSG00000201221	RNU4-40P
ENSG00000201274	RNA5SP192
ENSG00000201302	SNORA65
ENSG00000201343	RF00019_174
ENSG00000201367	RNU6-522P
ENSG00000201388	SNORA68B
ENSG00000201435	RNU4-24P
ENSG00000201451	RF00019_442
ENSG00000201470	RNY4P7
ENSG00000201492	RNA5SP78
ENSG00000201501	RF00019_715
ENSG00000201510	RN7SKP217
ENSG00000201512	SNORA71C
ENSG00000201544	SNORA16B
ENSG00000201548	RF00019_496
ENSG00000201558	RNVU1-6
ENSG00000201563	RF00019_520
ENSG00000201564	RN7SKP50
ENSG00000201573	RF00019_568
ENSG00000201574	RNU1-93P
ENSG00000201579	RNU6-343P
ENSG00000201592	RF00494_3
ENSG00000201644	RF00019_198
ENSG00000201662	RNU6-60P
ENSG00000201725	RNU6-304P
ENSG00000201747	RNU6-534P
ENSG00000201778	RF00019_170
ENSG00000201796	RNU6-392P
ENSG00000201801	RNU5E-4P
ENSG00000201830	RF00019_432
ENSG00000201850	RF00019_636
ENSG00000201863	RF00432_5
ENSG00000201868	RF00019_16
ENSG00000201882	RF00493
ENSG00000201942	RNA5SP363
ENSG00000201944	RF00139
ENSG00000201957	RF00402_6
ENSG00000201988	RF00019_269
ENSG00000202019	RF00019_736
ENSG00000202058	RN7SKP80
ENSG00000202078	RF00019_46
ENSG00000202081	RNU6-1280P
ENSG00000202111	VTRNA1-2
ENSG00000202124	RNY4P3
ENSG00000202125	RNU1-100P
ENSG00000202177	RF00019_157
ENSG00000202222	RF00019_19
ENSG00000202242	RNU6-1276P
ENSG00000202259	RNU6-1318P
ENSG00000202272	RF00019_363
ENSG00000202304	RNU6-1130P
ENSG00000202310	RF00019_406
ENSG00000202314	SNORD6
ENSG00000202337	RNU6-8
ENSG00000202343	RF00410_3
ENSG00000202347	RNU1-16P
ENSG00000202354	RNY3
ENSG00000202358	RNU6-652P
ENSG00000202382	RF00019_94
ENSG00000202392	RN7SKP292
ENSG00000202408	RNU1-122P
ENSG00000202417	RF00019_246
ENSG00000202470	RF00019_538
ENSG00000202472	RNA5SP248
ENSG00000202473	RN7SKP81
ENSG00000202474	RNA5SP283
ENSG00000202502	RNA5SP151
ENSG00000202512	RN7SKP230
ENSG00000202513	RNU6-805P
ENSG00000202515	VTRNA1-3
ENSG00000202523	RF00019_429
ENSG00000202533	RF00019_245
ENSG00000202534	RNU6-1329P
ENSG00000202538	RNU4-2
ENSG00000202569	MIR146B
ENSG00000203279	AL590705.1
ENSG00000203280	AL022323.1
ENSG00000203286	RF00017_77
ENSG00000203288	TDRKH-AS1
ENSG00000203321	C9orf41-AS1
ENSG00000203326	ZNF525
ENSG00000203327	AC012358.1
ENSG00000203364	AL390760.1
ENSG00000203392	AC105020.1
ENSG00000203395	AC015969.1
ENSG00000203414	BTBD7P1
ENSG00000203441	LINC00449
ENSG00000203446	AC004988.1
ENSG00000203485	INF2
ENSG00000203497	PDCD4-AS1
ENSG00000203498	AL139390.1
ENSG00000203499	IQANK1
ENSG00000203546	AL139353.1
ENSG00000203581	OR1F2P
ENSG00000203644	AC083799.1
ENSG00000203648	AC007618.1
ENSG00000203666	EFCAB2
ENSG00000203667	COX20
ENSG00000203668	CHML
ENSG00000203684	IBA57-AS1
ENSG00000203685	STUM
ENSG00000203697	CAPN8
ENSG00000203705	TATDN3
ENSG00000203709	MIR29B2CHG
ENSG00000203710	CR1
ENSG00000203711	C6orf99
ENSG00000203721	LINC00862
ENSG00000203722	RAET1G
ENSG00000203724	C1orf53
ENSG00000203734	ECT2L
ENSG00000203737	GPR52
ENSG00000203739	AL645568.1
ENSG00000203747	FCGR3A
ENSG00000203756	TMEM244
ENSG00000203760	CENPW
ENSG00000203761	MSTO2P
ENSG00000203778	FAM229B
ENSG00000203780	FANK1
ENSG00000203782	LOR
ENSG00000203791	EEF1AKMT2
ENSG00000203797	DDO
ENSG00000203799	CCDC162P
ENSG00000203804	ADAMTSL4-AS1
ENSG00000203812	HIST2H2AA3
ENSG00000203814	HIST2H2BF
ENSG00000203819	HIST2H2BC
ENSG00000203825	AC239859.1
ENSG00000203852	HIST2H3A
ENSG00000203865	ATP1A1-AS1
ENSG00000203867	RBM20
ENSG00000203870	SMIM9
ENSG00000203872	C6orf163
ENSG00000203875	SNHG5
ENSG00000203876	ADD3-AS1
ENSG00000203879	GDI1
ENSG00000203880	PCMTD2
ENSG00000203883	SOX18
ENSG00000203886	CYP17A1-AS1
ENSG00000203896	LIME1
ENSG00000203900	AL121827.1
ENSG00000203914	HSP90B3P
ENSG00000203930	LINC00632
ENSG00000203942	C10orf62
ENSG00000203943	SAMD13
ENSG00000203950	RTL8A
ENSG00000203965	EFCAB7
ENSG00000203972	GLYATL3
ENSG00000203993	ARRDC1-AS1
ENSG00000203995	ZYG11A
ENSG00000203999	LINC01270
ENSG00000204010	IFIT1B
ENSG00000204019	CT83
ENSG00000204020	LIPN
ENSG00000204025	TRPC5OS
ENSG00000204044	SLC12A5-AS1
ENSG00000204052	LRRC73
ENSG00000204054	LINC00963
ENSG00000204055	AL158151.1
ENSG00000204060	FOXO6
ENSG00000204070	SYS1
ENSG00000204084	INPP5B
ENSG00000204086	RPA4
ENSG00000204092	LINC00951
ENSG00000204099	NEU4
ENSG00000204103	MAFB
ENSG00000204104	TRAF3IP1
ENSG00000204110	LINC02520
ENSG00000204116	CHIC1
ENSG00000204120	GIGYF2
ENSG00000204130	RUFY2
ENSG00000204131	NHSL2
ENSG00000204136	GGTA1P
ENSG00000204138	PHACTR4
ENSG00000204147	ASAH2B
ENSG00000204149	AGAP6
ENSG00000204152	TIMM23B
ENSG00000204160	ZDHHC18
ENSG00000204161	C10orf128
ENSG00000204172	AGAP9
ENSG00000204176	SYT15
ENSG00000204177	BMS1P1
ENSG00000204178	MACO1
ENSG00000204179	PTPN20
ENSG00000204186	ZDBF2
ENSG00000204188	GGNBP1
ENSG00000204209	DAXX
ENSG00000204217	BMPR2
ENSG00000204219	TCEA3
ENSG00000204220	PFDN6
ENSG00000204227	RING1
ENSG00000204228	HSD17B8
ENSG00000204231	RXRB
ENSG00000204237	OXLD1
ENSG00000204241	AP000911.1
ENSG00000204252	HLA-DOA
ENSG00000204253	HNRNPCP2
ENSG00000204256	BRD2
ENSG00000204257	HLA-DMA
ENSG00000204261	PSMB8-AS1
ENSG00000204262	COL5A2
ENSG00000204264	PSMB8
ENSG00000204267	TAP2
ENSG00000204271	SPIN3
ENSG00000204272	NBDY
ENSG00000204282	TNRC6C-AS1
ENSG00000204283	LINC01973
ENSG00000204287	HLA-DRA
ENSG00000204291	COL15A1
ENSG00000204296	C6orf10
ENSG00000204301	NOTCH4
ENSG00000204304	PBX2
ENSG00000204305	AGER
ENSG00000204308	RNF5
ENSG00000204310	AGPAT1
ENSG00000204311	PJVK
ENSG00000204314	PRRT1
ENSG00000204315	FKBPL
ENSG00000204316	MRPL38
ENSG00000204323	SMIM5
ENSG00000204344	STK19
ENSG00000204345	CD300LD
ENSG00000204347	BTBD17
ENSG00000204348	DXO
ENSG00000204351	SKIV2L
ENSG00000204356	NELFE
ENSG00000204366	ZBTB12
ENSG00000204370	SDHD
ENSG00000204371	EHMT2
ENSG00000204381	LAYN
ENSG00000204385	SLC44A4
ENSG00000204386	NEU1
ENSG00000204387	C6orf48
ENSG00000204388	HSPA1B
ENSG00000204389	HSPA1A
ENSG00000204390	HSPA1L
ENSG00000204392	LSM2
ENSG00000204394	VARS
ENSG00000204396	VWA7
ENSG00000204397	CARD16
ENSG00000204406	MBD5
ENSG00000204410	MSH5
ENSG00000204414	CSHL1
ENSG00000204420	MPIG6B
ENSG00000204421	LY6G6C
ENSG00000204427	ABHD16A
ENSG00000204428	LY6G5C
ENSG00000204434	POTEKP
ENSG00000204435	CSNK2B
ENSG00000204437	CTSLP6
ENSG00000204438	GPANK1
ENSG00000204439	C6orf47
ENSG00000204444	APOM
ENSG00000204463	BAG6
ENSG00000204469	PRRC2A
ENSG00000204472	AIF1
ENSG00000204475	NCR3
ENSG00000204482	LST1
ENSG00000204498	NFKBIL1
ENSG00000204511	MCCD1
ENSG00000204514	ZNF814
ENSG00000204516	MICB
ENSG00000204519	ZNF551
ENSG00000204520	MICA
ENSG00000204524	ZNF805
ENSG00000204525	HLA-C
ENSG00000204536	CCHCR1
ENSG00000204540	PSORS1C1
ENSG00000204544	MUC21
ENSG00000204556	AL450124.1
ENSG00000204560	DHX16
ENSG00000204564	C6orf136
ENSG00000204568	MRPS18B
ENSG00000204569	PPP1R10
ENSG00000204574	ABCF1
ENSG00000204576	PRR3
ENSG00000204577	LILRB3
ENSG00000204580	DDR1
ENSG00000204581	ACOXL-AS1
ENSG00000204584	AC027801.1
ENSG00000204590	GNL1
ENSG00000204592	HLA-E
ENSG00000204599	TRIM39
ENSG00000204604	ZNF468
ENSG00000204610	TRIM15
ENSG00000204611	ZNF616
ENSG00000204616	TRIM31
ENSG00000204618	RNF39
ENSG00000204619	PPP1R11
ENSG00000204620	AC115618.1
ENSG00000204622	HLA-J
ENSG00000204623	ZNRD1ASP
ENSG00000204624	DISP3
ENSG00000204625	HCG9
ENSG00000204628	RACK1
ENSG00000204632	HLA-G
ENSG00000204634	TBC1D8
ENSG00000204642	HLA-F
ENSG00000204650	LINC02210
ENSG00000204652	RPS26P8
ENSG00000204657	OR2H2
ENSG00000204659	CBY3
ENSG00000204673	AKT1S1
ENSG00000204677	FAM153C
ENSG00000204681	GABBR1
ENSG00000204682	CASC10
ENSG00000204685	STARD7-AS1
ENSG00000204711	C9orf135
ENSG00000204713	TRIM27
ENSG00000204758	AC008429.1
ENSG00000204764	RANBP17
ENSG00000204767	FAM196B
ENSG00000204778	CBWD4P
ENSG00000204787	REG1CP
ENSG00000204789	ZNF204P
ENSG00000204790	AL163540.1
ENSG00000204791	SMPD5
ENSG00000204792	LINC01291
ENSG00000204802	AL590399.1
ENSG00000204815	TTC25
ENSG00000204822	MRPL53
ENSG00000204839	MROH6
ENSG00000204842	ATXN2
ENSG00000204843	DCTN1
ENSG00000204850	AC011484.1
ENSG00000204851	PNMA8B
ENSG00000204852	TCTN1
ENSG00000204856	FAM216A
ENSG00000204859	ZBTB48
ENSG00000204866	IGFL2
ENSG00000204869	IGFL4
ENSG00000204872	NAT8B
ENSG00000204889	KRT40
ENSG00000204899	MZT1
ENSG00000204904	LINC01545
ENSG00000204920	ZNF155
ENSG00000204922	UQCC3
ENSG00000204923	FBXO48
ENSG00000204929	AC007389.1
ENSG00000204930	FAM221B
ENSG00000204934	ATP6V0E2-AS1
ENSG00000204941	PSG5
ENSG00000204946	ZNF783
ENSG00000204947	ZNF425
ENSG00000204949	FAM83A-AS1
ENSG00000204950	LRRC10B
ENSG00000204954	C12orf73
ENSG00000204959	ARHGEF34P
ENSG00000204960	BLACE
ENSG00000204970	PCDHA1
ENSG00000204977	TRIM13
ENSG00000204990	AC005692.1
ENSG00000204991	SPIRE2
ENSG00000204993	AC139712.1
ENSG00000205002	AARD
ENSG00000205018	AC092384.1
ENSG00000205022	PABPN1L
ENSG00000205037	AC134312.1
ENSG00000205038	PKHD1L1
ENSG00000205041	AC118344.1
ENSG00000205045	SLFN12L
ENSG00000205060	SLC35B4
ENSG00000205078	SYCE1L
ENSG00000205084	TMEM231
ENSG00000205085	FAM71F2
ENSG00000205086	C2orf91
ENSG00000205089	CCNI2
ENSG00000205090	TMEM240
ENSG00000205097	FRG2
ENSG00000205105	COX17P1
ENSG00000205106	AC044839.1
ENSG00000205111	CDKL4
ENSG00000205129	C4orf47
ENSG00000205133	TRIQK
ENSG00000205138	SDHAF1
ENSG00000205155	PSENEN
ENSG00000205181	LINC00654
ENSG00000205189	ZBTB10
ENSG00000205208	C4orf46
ENSG00000205209	SCGB2B2
ENSG00000205212	CCDC144NL
ENSG00000205213	LGR4
ENSG00000205220	PSMB10
ENSG00000205221	VIT
ENSG00000205231	TTLL10-AS1
ENSG00000205236	AC105052.1
ENSG00000205238	SPDYE2
ENSG00000205250	E2F4
ENSG00000205267	DGAT2L7P
ENSG00000205268	PDE7A
ENSG00000205269	TMEM170B
ENSG00000205277	MUC12
ENSG00000205300	AL356414.1
ENSG00000205302	SNX2
ENSG00000205309	NT5M
ENSG00000205323	SARNP
ENSG00000205325	AC005863.1
ENSG00000205336	ADGRG1
ENSG00000205339	IPO7
ENSG00000205352	PRR13
ENSG00000205356	TECPR1
ENSG00000205358	MT1H
ENSG00000205361	MT1DP
ENSG00000205362	MT1A
ENSG00000205364	MT1M
ENSG00000205403	CFI
ENSG00000205413	SAMD9
ENSG00000205420	KRT6A
ENSG00000205423	CNEP1R1
ENSG00000205426	KRT81
ENSG00000205436	EXOC3L4
ENSG00000205439	KRTAP12-3
ENSG00000205464	ATP6AP1L
ENSG00000205476	CCDC85C
ENSG00000205482	SPDYE18
ENSG00000205485	AC004980.1
ENSG00000205502	C2CD4B
ENSG00000205517	RGL3
ENSG00000205531	NAP1L4
ENSG00000205534	SMG1P2
ENSG00000205537	AC121338.1
ENSG00000205542	TMSB4X
ENSG00000205544	TMEM256
ENSG00000205559	CHKB-AS1
ENSG00000205560	CPT1B
ENSG00000205571	SMN2
ENSG00000205578	POM121B
ENSG00000205579	DYNLL1P1
ENSG00000205581	HMGN1
ENSG00000205583	STAG3L1
ENSG00000205584	AC211476.1
ENSG00000205592	MUC19
ENSG00000205593	DENND6B
ENSG00000205611	LINC01597
ENSG00000205622	AP001043.1
ENSG00000205628	LINC01446
ENSG00000205629	LCMT1
ENSG00000205639	MFSD2B
ENSG00000205643	CDPF1
ENSG00000205659	LIN52
ENSG00000205663	FAM239B
ENSG00000205664	BX890604.1
ENSG00000205683	DPF3
ENSG00000205693	MANSC4
ENSG00000205702	CYP2D7
ENSG00000205707	ETFRF1
ENSG00000205710	C17orf107
ENSG00000205726	ITSN1
ENSG00000205730	ITPRIPL2
ENSG00000205740	AL359878.1
ENSG00000205744	DENND1C
ENSG00000205755	CRLF2
ENSG00000205758	CRYZL1
ENSG00000205763	RP9P
ENSG00000205765	C5orf51
ENSG00000205771	CATSPER2P1
ENSG00000205784	ARRDC5
ENSG00000205790	DPP9-AS1
ENSG00000205791	LOH12CR2
ENSG00000205794	AC098591.1
ENSG00000205808	PLPP6
ENSG00000205809	KLRC2
ENSG00000205810	KLRC3
ENSG00000205837	LINC00487
ENSG00000205838	TTC23L
ENSG00000205846	CLEC6A
ENSG00000205853	RFPL3S
ENSG00000205856	C22orf42
ENSG00000205861	PCOTH
ENSG00000205871	RPS3AP47
ENSG00000205885	C1RL-AS1
ENSG00000205890	AC108134.1
ENSG00000205903	ZNF316
ENSG00000205913	SRRM2-AS1
ENSG00000205918	PDPK2P
ENSG00000205922	ONECUT3
ENSG00000205923	CEMP1
ENSG00000205929	C21orf62
ENSG00000205930	C21orf62-AS1
ENSG00000205937	RNPS1
ENSG00000205940	HSP90AB2P
ENSG00000205959	AC105345.1
ENSG00000205978	NYNRIN
ENSG00000205981	DNAJC19
ENSG00000206028	Z99774.1
ENSG00000206052	DOK6
ENSG00000206053	JPT2
ENSG00000206066	IGLL3P
ENSG00000206073	SERPINB4
ENSG00000206075	SERPINB5
ENSG00000206077	ZDHHC11B
ENSG00000206113	CFAP99
ENSG00000206127	GOLGA8O
ENSG00000206140	TMEM191C
ENSG00000206147	RPL23AP57
ENSG00000206149	HERC2P9
ENSG00000206172	HBA1
ENSG00000206177	HBM
ENSG00000206190	ATP10A
ENSG00000206192	ANKRD20A9P
ENSG00000206195	DUXAP8
ENSG00000206199	ANKUB1
ENSG00000206337	HCP5
ENSG00000206341	HLA-H
ENSG00000206344	HCG27
ENSG00000206384	COL6A6
ENSG00000206417	H1FX-AS1
ENSG00000206418	RAB12
ENSG00000206448	PPIAP30
ENSG00000206503	HLA-A
ENSG00000206527	HACD2
ENSG00000206530	CFAP44
ENSG00000206531	CD200R1L
ENSG00000206535	LNP1
ENSG00000206538	VGLL3
ENSG00000206557	TRIM71
ENSG00000206559	ZCWPW2
ENSG00000206560	ANKRD28
ENSG00000206561	COLQ
ENSG00000206562	METTL6
ENSG00000206567	AC022007.1
ENSG00000206573	THUMPD3-AS1
ENSG00000206579	XKR4
ENSG00000206605	RNU6-946P
ENSG00000206612	SNORA2A
ENSG00000206622	SNORA69
ENSG00000206625	RNU6-1
ENSG00000206633	SNORA80B
ENSG00000206644	RNU6-1279P
